collegeName,country,dateOfBirthUTC,firstName,heightFeet,heightInches,heightMeters,isActive,jersey,lastAffiliation,lastName,nbaDebutYear,personId,pos,teamId,temporaryDisplayName,weightKilograms,weightPounds,yearsPro
Duke,USA,1998-04-22,Harry,6,10,2.08,1,20,Duke/USA,Giles III,2018,1628385,F-C,1610612758,"Giles III, Harry",108.9,240,2
University of Kentucky,Canada,1998-07-12,Shai,6,6,1.98,1,2,University of Kentucky/Canada,Gilgeous-Alexander,2018,1628983,G,1610612760,"Gilgeous-Alexander, Shai",82.1,181,1
France,France,1992-06-26,Rudy,7,1,2.16,1,27,France/France,Gobert,2013,203497,C,1610612762,"Gobert, Rudy",111.1,245,6
,USA,1995-10-02,Brandon,6,2,1.88,1,0, USA/USA,Goodwin,2018,1629164,G,1610612737,"Goodwin, Brandon",81.6,180,1
Arizona,USA,1995-09-16,Aaron,6,9,2.06,1,00,Arizona/USA,Gordon,2014,203932,F,1610612753,"Gordon, Aaron",99.8,220,5
Indiana,USA,1988-12-25,Eric,6,4,1.93,1,10,Indiana/USA,Gordon,2008,201569,G,1610612745,"Gordon, Eric",97.5,215,11
University of Kansas,USA,1995-02-22,Devonte',6,2,1.88,1,4,University of Kansas/USA,Graham,2018,1628984,G,1610612766,"Graham, Devonte'",83.9,185,1
Va Commonwealth,USA,1993-10-28,Treveon,6,5,1.96,1,,Virginia Commonwealth/USA,Graham,2016,1626203,G-F,1610612750,"Graham, Treveon",102.1,225,3
Syracuse,USA,1994-03-12,Jerami,6,9,2.06,1,,Syracuse/USA,Grant,2014,203924,F,1610612743,"Grant, Jerami",99.8,220,5
South Carolina,USA,1996-07-16,Hassani,6,2,1.88,1,,South Carolina/USA,Gravett,,1629755,G,1610612753,"Gravett, Hassani",85.3,188,0
Louisiana State,USA,1993-09-09,Josh,6,1,1.85,1,5,Louisiana State/USA,Gray,2017,1627982,G,1610612740,"Gray, Josh",82.6,182,1
North Carolina,USA,1987-06-22,Danny,6,6,1.98,1,14,North Carolina/USA,Green,2009,201980,G-F,1610612747,"Green, Danny",97.5,215,10
Michigan State,USA,1990-03-04,Draymond,6,7,2.01,1,23,Michigan State/USA,Green,2012,203110,F,1610612744,"Green, Draymond",104.3,230,7
Alabama,USA,1990-06-21,JaMychal,6,9,2.06,1,4,Alabama/USA,Green,2014,203210,F,1610612746,"Green, JaMychal",103.0,227,5
Radford University,USA,1993-07-23,Javonte,6,5,1.96,1,,Radford/USA,Green,,1629750,G-F,1610612738,"Green, Javonte",99.8,220,0
Georgetown,USA,1986-08-28,Jeff,6,9,2.06,1,22,Georgetown/USA,Green,2007,201145,F,1610612762,"Green, Jeff",106.6,235,11
Oklahoma,USA,1989-03-16,Blake,6,10,2.08,1,23,Oklahoma/USA,Griffin,2010,201933,F,1610612765,"Griffin, Blake",113.4,250,10
,Yugoslavia,1995-03-08,Marko,6,6,1.98,1,,Yugoslavia,Guduric,,1629741,G,1610612763,"Guduric, Marko",90.7,200,0
University of Virginia,USA,1997-08-11,Kyle,6,1,1.85,1,,University of Virginia/USA,Guy,,1629657,G,1610612758,"Guy, Kyle",75.8,167,0
Gonzaga University,Japan,1998-02-08,Rui,6,8,2.03,1,, Japan/Japan,Hachimura,,1629060,F,1610612764,"Hachimura, Rui",104.3,230,0
UCLA,USA,1999-02-12,Jaylen,6,3,1.9,1,, USA,Hands,,1628986,G,1610612751,"Hands, Jaylen",79.4,175,0
Michigan,USA,1992-03-16,Tim,6,6,1.98,1,11,Michigan/USA,Hardaway Jr.,2013,203501,G-F,1610612742,"Hardaway Jr., Tim",93.0,205,6
Arizona State,USA,1989-08-26,James,6,5,1.96,1,13,Arizona State/USA,Harden,2009,201935,G,1610612745,"Harden, James",99.8,220,10
"St. John's, N.Y.",USA,1993-05-11,Maurice,6,9,2.06,1,,St. John's (N.Y.)/USA,Harkless,2012,203090,F,1610612746,"Harkless, Maurice",99.8,220,7
Louisville,USA,1994-01-26,Montrezl,6,8,2.03,1,5,Louisville/USA,Harrell,2015,1626149,F-C,1610612746,"Harrell, Montrezl",108.9,240,4
Michigan State,USA,1994-09-14,Gary,6,4,1.93,1,14,Michigan State/USA,Harris,2014,203914,G,1610612743,"Harris, Gary",95.3,210,5
Virginia,USA,1991-09-06,Joe,6,6,1.98,1,12,Virginia/USA,Harris,2014,203925,F-G,1610612751,"Harris, Joe",98.9,218,5
Tennessee,USA,1992-07-15,Tobias,6,9,2.06,1,33,Tennessee/USA,Harris,2011,202699,F,1610612755,"Harris, Tobias",106.6,235,8
Tulsa,USA,1993-10-06,Shaquille,6,4,1.93,1,3,Tulsa/USA,Harrison,2017,1627885,G,1610612741,"Harrison, Shaquille",86.2,190,2
Villanova,USA,1995-03-06,Josh,6,5,1.96,1,3,Villanova/USA,Hart,2017,1628404,G,1610612740,"Hart, Josh",97.5,215,2
 ,Germany,1998-05-05,Isaiah,7,0,2.13,1,55,Germany/Germany,Hartenstein,2018,1628392,F-C,1610612745,"Hartenstein, Isaiah",112.9,249,1
Florida,USA,1980-06-09,Udonis,6,8,2.03,1,40,Florida/USA,Haslem,2003,2617,F,1610612748,"Haslem, Udonis",106.6,235,16
Texas,USA,2000-05-23,Jaxson,6,11,2.11,1,10,Texas/USA,Hayes,,1629637,C,1610612740,"Hayes, Jaxson",99.8,220,0
Butler,USA,1990-03-23,Gordon,6,8,2.03,1,20,Butler/USA,Hayward,2010,202330,F,1610612738,"Hayward, Gordon",102.1,225,9
North Carolina,USA,1990-12-28,John,6,11,2.11,1,31,North Carolina/USA,Henson,2012,203089,F-C,1610612739,"Henson, John",99.3,219,7
University of Miami,USA,1996-12-09,Dewan,6,10,2.08,1,,University of Miami/USA,Hernandez,,1629608,F,1610612761,"Hernandez, Dewan",105.7,233,0
 ,Spain,1995-09-28,Juancho,6,9,2.06,1,41,Spain/Spain,Hernangomez,2016,1627823,F,1610612743,"Hernangomez, Juancho",104.3,230,3
 ,Spain,1994-05-27,Willy,6,11,2.11,1,41,Cajasol Sevilla/Spain,Hernangomez,2016,1626195,C,1610612766,"Hernangomez, Willy",108.9,240,3
University of Kentucky,USA,2000-01-20,Tyler,6,6,1.98,1,14,University of Kentucky/USA,Herro,,1629639,G,1610612748,"Herro, Tyler",88.5,195,0
 ,Croatia,1995-02-25,Mario,6,8,2.03,1,44,FC Barcelona/Croatia,Hezonja,2015,1626209,F,1610612757,"Hezonja, Mario",102.1,225,4
Oklahoma,Bahamas,1992-12-17,Buddy,6,4,1.93,1,24,Oklahoma/Bahamas,Hield,2016,1627741,G,1610612758,"Hield, Buddy",97.1,214,3
IUPUI,USA,1986-05-04,George,6,3,1.9,1,3,IUPUI/USA,Hill,2008,201588,G,1610612749,"Hill, George",85.3,188,11
Arizona,USA,1991-03-18,Solomon,6,7,2.01,1,,Arizona/USA,Hill,2013,203524,F,1610612763,"Hill, Solomon",102.1,225,6
Wake Forest University,France,1999-03-30,Jaylen,6,9,2.06,1,6,Wake Forest University/France,Hoard,,1629658,F,1610612757,"Hoard, Jaylen",96.6,213,0
UCLA,USA,1996-09-30,Aaron,6,1,1.85,1,3,UCLA/USA,Holiday,2018,1628988,G,1610612754,"Holiday, Aaron",83.9,185,1
UCLA,USA,1990-06-12,Jrue,6,4,1.93,1,11,UCLA/USA,Holiday,2009,201950,G,1610612740,"Holiday, Jrue",93.0,205,10
Washington,USA,1989-04-05,Justin,6,6,1.98,1,8,Washington/USA,Holiday,2012,203200,F-G,1610612754,"Holiday, Justin",82.1,181,6
Arizona,USA,1995-01-03,Rondae,6,7,2.01,1,,Arizona/USA,Hollis-Jefferson,2015,1626178,F,1610612761,"Hollis-Jefferson, Rondae",98.4,217,4
Mississippi State University,USA,1997-07-11,Aric,6,10,2.08,1,35,Mississippi State University/USA,Holman,,1629689,F,1610612747,"Holman, Aric",102.1,225,0
Bowling Green,USA,1993-10-15,Richaun,6,10,2.08,1,22,Bowling Green State/USA,Holmes,2015,1626158,F,1610612758,"Holmes, Richaun",106.6,235,4
Duke,USA,1992-10-20,Rodney,6,8,2.03,1,5,Duke/USA,Hood,2014,203918,G,1610612757,"Hood, Rodney",93.4,206,5
Florida,Dominican Republic,1986-06-03,Al,6,10,2.08,1,,Florida/Domincan Republic,Horford,2007,201143,C-F,1610612755,"Horford, Al",111.1,245,12
Iowa State University,USA,2000-11-25,Talen,6,4,1.93,1,5,Iowa State University/USA,Horton-Tucker,,1629659,G,1610612747,"Horton-Tucker, Talen",106.6,235,0
Texas A&M,USA,1993-06-07,Danuel,6,7,2.01,1,4,Texas A&M/USA,House Jr.,2016,1627863,F-G,1610612745,"House Jr., Danuel",99.8,220,3
No College,USA,1985-12-08,Dwight,6,11,2.11,1,,SW Atlanta Christian Academy (GA)/USA,Howard,2004,2730,C,1610612763,"Howard, Dwight",120.2,265,15
 ,France,1993-10-25,William,6,8,2.03,1,,France/France,Howard,,1629739,G-F,1610612762,"Howard, William",93.9,207,0
University of Maryland,USA,1998-08-27,Kevin,6,7,2.01,1,3,"University of Maryland, College Par/USA",Huerter,2018,1628989,G,1610612737,"Huerter, Kevin",86.2,190,1
University of Virginia,USA,1997-12-02,De'Andre,6,7,2.01,1,,University of Virginia/USA,Hunter,,1629631,F,1610612737,"Hunter, De'Andre",102.1,225,0
Boise State University,USA,1996-04-26,Chandler,6,7,2.01,1,15,Boise State University/USA,Hutchison,2018,1628990,F,1610612741,"Hutchison, Chandler",89.4,197,1
 ,Democratic Republic of the Congo,1989-09-18,Serge,6,10,2.08,1,9,Ricoh Manresa/Democratic Republic of the Congo,Ibaka,2009,201586,C-F,1610612761,"Ibaka, Serge",106.6,235,10
Arizona,USA,1984-01-28,Andre,6,6,1.98,1,,Arizona/USA,Iguodala,2004,2738,F-G,1610612763,"Iguodala, Andre",97.5,215,15
 ,Turkey,1987-05-15,Ersan,6,10,2.08,1,77,FC Barcelona/Turkey,Ilyasova,2006,101141,F,1610612749,"Ilyasova, Ersan",106.6,235,12
 ,Australia,1987-10-02,Joe,6,8,2.03,1,2,Australia/Australia,Ingles,2014,204060,F,1610612762,"Ingles, Joe",102.5,226,5
Duke,USA,1997-09-02,Brandon,6,9,2.06,1,14,Duke/USA,Ingram,2016,1627742,F,1610612740,"Ingram, Brandon",86.2,190,3
